id,latitude,longitude,s2_token
137077149172756,51.36708006264453,-0.4427322791527819,487675954
800833523875535,51.300877351874,-0.50516436831971,4875d9034
301110188387940,51.335552444558,-0.43512129493854,4875df6fc
219655589609699,51.290795583226,-0.50215279317776,4875d911c
514544036396027,51.338684255419,-0.45025648454088,4875df5c4
208687014130416,51.390701679827,-0.50272666709833,487676f74
176287637717596,51.362909391766,-0.50742695692561,48767636c
954104225349755,51.359998473444,-0.49688420712218,4876763c4
416991673567652,51.38602493763549,-0.4582361385525688,487675d2c
468627094226947,51.344414159095,-0.47171904534136,4875d8aa4
485921732746027,51.396057027672,-0.49952474043385,487676f1c
1959378634210384,51.306828764939,-0.50988038210729,4875d8fec
702302604295947,51.36840699717597,-0.4994130102170438,487676474
155776356821861,51.371544618985794,-0.4845215856297899,4876766c4
1224203434716775,51.362212073781,-0.49910868111738,487676394
830536857561175,51.316546422916,-0.47081997542683,4875d8cd4
258426849403570,51.357770823403,-0.49498495372064,4876763d4
684499172602714,51.370063086365256,-0.5006875574825729,48767646c
1098934760604194,51.34096274178,-0.49881241088047,4875d89c4
191584272815811,51.372794495005,-0.44211416307448,487675b94
928066931316273,51.354447867382,-0.46616570669019,487675fd4
505099260811118,51.353209030106,-0.49074015406141,48767618c
4413236592041868,51.37217031141319,-0.5014403382724707,487676444
352242433628090,51.37340861535885,-0.4551302641942238,487675c4c
841350423398631,51.376017975222,-0.45259790248667,487675c5c
825938311662280,51.368844333135,-0.48918977897429,4876766b4
319472339799701,51.339547564907,-0.48527962102926,4875d8a44
503300821261645,51.34854329941706,-0.5032807004201701,48767627c
759124708300969,51.348674637706,-0.46756785176688,487675ffc
4590707064369102,51.38985786920741,-0.4633202899965806,4876742cc
300263448356774,51.387266271115,-0.50560631486676,48767657c
785232722420634,51.358568058994,-0.46242943218702,487675e4c
318972473190872,51.341711365325,-0.46333888799784,4875df544
837599840779205,51.36201520908647,-0.4577842780788455,487675e64
199478552000569,51.371462938787,-0.46520995260394,487675dec
465915751304914,51.341722885164,-0.47247826852255,4875d8abc
183478906972558,51.368555905854,-0.50545007875242,487676484
163652609428235,51.389995752958086,-0.4670260465029293,4876742ac
376282400877797,51.376434309,-0.5038575460000001,487676454
115342047283976,51.343371750324,-0.47490458081939,4875d8a94
353093656606068,51.34235948393074,-0.499567199144444,4875d89c4
485610646296789,51.37062558975155,-0.4566469336283913,487675c34
980329036040813,51.312188125734,-0.45178649245191,4875df24c
1202514083554596,51.395831000111,-0.4865219984319,4876768ec
909531129776561,51.341185966373,-0.4619686318851,4875df56c
184487343529301,51.371843312682,-0.46807994128001,487675df4
329769975252103,51.300455471638,-0.50287795837227,4875d91cc
800618847263836,51.375610997875,-0.5054420136985,4876764fc
2942437559371670,51.304560325964,-0.43852600595823,4875df1dc
