id,latitude,longitude,s2_token
325663495621735,12.886690824285,77.639504628228,3bae14b1
928854011300904,12.856576589737,77.588883382877,3bae6ac1
1838639779648527,12.915868757609,77.595028341827,3bae150f
527853011956139,12.832029624035,77.638529641486,3bae6b9d
472218317180740,12.8519100171,77.592691313573,3bae6ae9
877057022853448,12.878970410638,77.494848703328,3bae3f67
205824274542418,12.925980957447,77.597088610736,3bae15a9
241870764359235,12.894300980839,77.601167200371,3bae1523
925115668265608,12.883559783508,77.655792696424,3bae1355
802101283773169,12.926289672209,77.676960705368,3bae13a1
473487271061573,12.92027355235354,77.61661103195453,3bae14f9
1201065360346180,12.926264387006,77.587505784044,3bae15a1
897166664465380,12.91658446846,77.620545080251,3bae14f1
832889314250103,12.843103449368,77.660388856525,3bae6c85
2444996705632016,12.926176423774251,77.66542377654406,3bae139d
507012750661083,12.919380256569,77.589550708597,3bae150b
491326118964636,12.91064865230098,77.62810919410742,3bae14ed
497477581399366,12.914251857242,77.467578783792,3bae38d5
199620781877270,12.847223263669,77.661791708393,3bae6c9b
4107678272695132,12.899377388514,77.62673868156,3bae14c1
2921115991476858,12.858901055036,77.611962598521,3bae6b21
813739459255834,12.888100934729,77.578132662606,3bae1545
133627925385756,12.858530123624,77.664237570329,3bae6ca3
570226024361000,12.916691506236,77.468161092028,3bae392b
824463028164647,12.88078491252,77.624623509219,3bae14cd
475166387030395,12.873916615368,77.625908330614,3bae6b35
887965355087848,12.853533775736,77.541313689082,3bae4015
581778436122313,12.921822352649,77.610842965218,3bae14ff
1383645158667569,12.917448085027,77.513348547958,3bae3f01
951259255702702,12.905551754939,77.627638492924,3bae14eb
2638838739749444,12.923628451922,77.554338732754,3bae3e2d
170824078300904,12.908403026712,77.628123585596,3bae14ed
2345787238898136,12.892687849825,77.625889128478,3bae14c7
161998102805782,12.914070331696667,77.62756722342398,3bae14f3
142670021122315,12.840137070133,77.644331529955,3bae6b7b
371794817606481,12.905660683426,77.512403355773,3bae3f09
739316856738412,12.849441833454,77.662978370142,3bae6c9b
2800091493623361,12.917244421266073,77.64321485608309,3bae1485
815245742762984,12.902068984656,77.660545256017,3bae135d
499915537873090,12.922414292428,77.558124714716,3bae3e2b
445551053679068,12.918603464110106,77.6859726026387,3bae130f
370142321889165,12.87253879972223,77.5392118,3bae400b
162444575800631,12.830747077769,77.662758357577,3bae6c7d
512807863088521,12.897593430658,77.675346671467,3bae1347
939981939908685,12.884864467671,77.59649160278,3bae152f
509046293521870,12.91555534258038,77.6260994809202,3bae14f3
480214876562038,12.919500731743,77.64497456257,3bae1487
973984093364984,12.9038557572,77.507879140965,3bae3f0f
943778109690921,12.866058776938,77.629715156799,3bae6b39
481174873307360,12.910874695961,77.513551660633,3bae3f07
4200570919979359,12.921425711667,77.514436957526,3bae3eff
1438217346522411,12.866952838455,77.635593911805,3bae6b47
288334273002940,12.922837674828,77.560369764758,3bae3e2b
206391277958569,12.862231461774,77.526132817833,3bae4065
319027452935532,12.917663807296,77.623323153197,3bae14f1
161164425949199,12.907831696089,77.468581448292,3bae38d3
4011513952251507,12.903454249807,77.515753767204,3bae3f09
539863607389407,12.882491509584,77.672266606005,3bae134b
805328886745930,12.912702649376,77.623335871047,3bae14f1
757855538232543,12.906162615701,77.629253251778,3bae14eb
159989635986789,12.894567620681,77.652788380688,3bae14a7
376956163667636,12.915646160294,77.513418744547,3bae3f01
515328812850699,12.872093902606,77.654052582543,3bae6ca9
994608220944190,12.903993791873,77.53515384831,3bae3fb9
460429111852488,12.837934989884,77.683744997266,3bae6cf7
558713132178514,12.915105827838,77.467806666025,3bae38d5
676908149757585,12.926696161926,77.678321900191,3bae13a1
2801987213387629,12.916574897589998,77.591592812048,3bae1509
923120411876154,12.859494251643,77.589499028699,3bae6ac1
499850595182772,12.916693463023345,77.64178721551173,3bae148f
295648595575883,12.884472375496,77.502352690481,3bae3f6f
1690466814472739,12.908492244559,77.512171212369,3bae3f07
181728933833443,12.831206165098,77.655081666034,3bae6c7f
466116864609468,12.920549540756,77.599782193243,3bae1507
169645015597101,12.923329655494127,77.52961884763113,3bae3e4d
803731080569880,12.866871668952,77.635994998415,3bae6b47
5513387852065638,12.88010780434,77.496649884462,3bae3f67
337884061098067,12.910511452633,77.486648449339,3bae3f25
4109413479123485,12.891625131624,77.528365116954,3bae3f97
314437460195047,12.896433884034,77.680327621689,3bae1339
2932848943658109,12.853256572729,77.660445149146,3bae6c99
1185222821916845,12.907523209801,77.499314858123,3bae3f1b
135935008875613,12.919409884277036,77.61659397781845,3bae14f9
1214587255647795,12.892282597468,77.625897919479,3bae14c7
1183417568752939,12.884744276495,77.502837670044,3bae3f6f
3991653624259031,12.922278161809,77.600265105482,3bae15a9
1583731215293725,12.911353718100052,77.63239083092175,3bae1493
133682122419820,12.921492273452394,77.68551767484531,3bae1309
952786162156649,12.902702297888,77.575866845637,3bae1569
475180060261115,12.843979881926,77.588127603981,3bae6aed
135286998645774,12.887856932681,77.672803769535,3bae1349
223534789178107,12.858692269876,77.589097525517,3bae6ac1
579359826374836,12.890556526185,77.598136834477,3bae1525
1587486728123451,12.889847310285,77.529453559411,3bae3f91
858425271520645,12.910153295934736,77.63238974076553,3bae1493
156360956421082,12.924820068105,77.588981758541,3bae15a1
1041475339717932,12.924008943019,77.553229937449,3bae3e2d
588278285897608,12.920964377153,77.665109590557,3bae1377
313197964002684,12.918568647982305,77.6337653814742,3bae148b
800537980858854,12.88240236868,77.499141339115,3bae3f65
3960395977413631,12.891497592822,77.655879058427,3bae1359
1664980337032158,12.918210288373,77.595110577789,3bae1509
